,RSI_apply_to,RSI_length,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
321,HLC/3,201.0,0.0558157880656963,0.0645885114812381,5.0,229.0,12.0,4H,0.0416211533671608
322,close,144.0,0.1060423965531597,0.1105655087318865,2.0,210.0,87.0,4H,0.0412809944724672
323,low,144.0,0.1106067940896448,0.1022841583711758,5.0,175.0,78.0,4H,0.0407925145384078
324,HLC/3,50.0,0.1024980200898455,0.1031936603778557,2.0,74.0,134.0,4H,0.0398877844962635
325,HL/2,170.0,0.0767855118449734,0.0776441960302281,2.0,465.0,46.0,4H,0.0390657434490556
326,HLC/3,55.0,0.0963665859317135,0.0971857204467805,6.0,495.0,157.0,4H,0.0383024652578588
327,OHLC/4,75.0,0.0958129594750931,0.0969486294566194,1.0,460.0,147.0,4H,0.0381978623822704
328,HLC/3,140.0,0.0930481687814393,0.0978250813566045,4.0,396.0,77.0,4H,0.0379405043323253
329,OHLC/4,73.0,0.09354443979581,0.0946839889912835,2.0,106.0,127.0,4H,0.0375966017203118
330,HLCC/4,137.0,0.0915399767674866,0.0963356933786883,6.0,91.0,94.0,4H,0.0375419152779294
331,HLCC/4,94.0,0.0951285974724679,0.0913629003356568,1.0,193.0,65.0,4H,0.0373603331856597
332,OHLC/4,58.0,0.0868723795472717,0.0879102569938518,6.0,485.0,158.0,4H,0.0357841610046864
333,HLCC/4,127.0,0.0849172789606297,0.0822871756579251,2.0,213.0,67.0,4H,0.0347397342624821
334,low,17.0,0.0578417626119441,0.0904195874098515,1.0,365.0,157.0,4H,0.0347161328984532
335,close,291.0,0.0864673819807104,0.0772597812880362,6.0,65.0,42.0,4H,0.0342230736199672
336,close,65.0,0.080488049113962,0.0819520310199947,6.0,8.0,135.0,4H,0.0340785251298048
337,HLC/3,102.0,0.099283017917432,0.0961466951676306,3.0,202.0,73.0,4H,0.033673617473392
338,OHLC/4,88.0,0.0812982620217898,0.0775686469310357,4.0,258.0,66.0,4H,0.0335716671990254
339,close,125.0,0.0748045748909687,0.0798134237443271,5.0,227.0,83.0,4H,0.0329649015880032
340,HLCC/4,177.0,0.0630486673414149,0.0666455154966401,2.0,231.0,111.0,4H,0.0322734660823331
341,HL/2,264.0,0.0587255335956591,0.0562632399775019,5.0,155.0,37.0,4H,0.0320885852391776
342,close,89.0,0.0748546817505304,0.0709531276627755,5.0,30.0,65.0,4H,0.0317039898988687
343,HL/2,92.0,0.0588171769419391,0.0450147847973418,5.0,144.0,58.0,4H,0.0316723435833632
344,high,273.0,0.0411391795296011,0.0760337944432305,6.0,391.0,37.0,4H,0.031507994678324
345,close,71.0,0.0496960802574424,0.0520709643985209,4.0,329.0,56.0,4H,0.031431588800346
346,high,160.0,0.0333453007583798,0.0767574990727866,5.0,117.0,41.0,4H,0.0313169097197568
347,OHLC/4,266.0,0.0579645496028028,0.051620146401056,2.0,68.0,41.0,4H,0.0310451597672406
348,HLC/3,174.0,0.0562799611449101,0.0598064567915777,5.0,307.0,110.0,4H,0.0299730278000811
349,close,171.0,0.055984412059577,0.0594639840234217,5.0,392.0,108.0,4H,0.0298632477502204
350,HLC/3,171.0,0.0510315134690543,0.0545114697090117,2.0,110.0,81.0,4H,0.0281279949662947
351,low,164.0,0.0540327727565797,0.0485255996817688,5.0,421.0,122.0,4H,0.0275786318557597
352,HL/2,93.0,0.0507670749902772,0.0397028104797234,1.0,112.0,63.0,4H,0.0272145483237212
353,HLCC/4,34.0,0.036653285508313,0.0180298775377102,3.0,301.0,41.0,4H,0.0251249752610742
354,low,160.0,0.0471469207821928,0.0416318672969953,4.0,62.0,95.0,4H,0.0250412730483113
355,HLCC/4,165.0,0.0420126151561002,0.0454251881794849,4.0,387.0,106.0,4H,0.0248078320276186
356,HLC/3,165.0,0.0402530240520914,0.0436395676049563,3.0,293.0,109.0,4H,0.0241317960484914
357,HL/2,167.0,0.0396144665116573,0.0429001135818695,1.0,393.0,112.0,4H,0.0238671601295057
358,OHLC/4,167.0,0.0417940421222344,0.0362668415567511,3.0,259.0,125.0,4H,0.0229740749030217
359,HLC/3,237.0,0.0361394094645224,0.0295607727001452,3.0,11.0,38.0,4H,0.0220241392661439
360,open,177.0,0.0388690027061912,0.0334020522459956,1.0,429.0,123.0,4H,0.0218183637826487
361,HLCC/4,101.0,0.0306657034109075,0.0364082258658863,4.0,40.0,90.0,4H,0.0188510074925567
362,open,176.0,0.0260080375712185,0.0297020391936475,5.0,128.0,82.0,4H,0.0183510652420047
363,HLCC/4,155.0,0.0233819884333073,0.0266407660224976,5.0,91.0,90.0,4H,0.0170807149687134
364,HLC/3,98.0,0.0252655209494403,0.0311062309589998,6.0,202.0,97.0,4H,0.0167690695768104
365,HL/2,158.0,0.0226230156332858,0.025763827214976,1.0,337.0,107.0,4H,0.0167064286470028
366,close,152.0,0.0212407916644917,0.0244304265330153,2.0,457.0,114.0,4H,0.0160717775204475
